GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AE7001
"G0100710","1940","Alabama","010","Jackson","0710","Jackson",23
"G0100730","1940","Alabama","010","Jefferson","0730","Jefferson",51
"G0100750","1940","Alabama","010","Lamar","0750","Lamar",13
"G0100770","1940","Alabama","010","Lauderdale","0770","Lauderdale",29
"G0100790","1940","Alabama","010","Lawrence","0790","Lawrence",31
"G0100810","1940","Alabama","010","Lee","0810","Lee",15
"G0100830","1940","Alabama","010","Limestone","0830","Limestone",39
"G0100850","1940","Alabama","010","Lowndes","0850","Lowndes",15
"G0100870","1940","Alabama","010","Macon","0870","Macon",19
"G0100890","1940","Alabama","010","Madison","0890","Madison",39
"G0100910","1940","Alabama","010","Marengo","0910","Marengo",15
"G0100930","1940","Alabama","010","Marion","0930","Marion",15
"G0100950","1940","Alabama","010","Marshall","0950","Marshall",39
"G0100970","1940","Alabama","010","Mobile","0970","Mobile",40
"G0100990","1940","Alabama","010","Monroe","0990","Monroe",21
"G0101010","1940","Alabama","010","Montgomery","1010","Montgomery",25
"G0101030","1940","Alabama","010","Morgan","1030","Morgan",31
"G0101050","1940","Alabama","010","Perry","1050","Perry",17
"G0101070","1940","Alabama","010","Pickens","1070","Pickens",13
"G0101090","1940","Alabama","010","Pike","1090","Pike",18
"G0101110","1940","Alabama","010","Randolph","1110","Randolph",16
"G0101130","1940","Alabama","010","Russell","1130","Russell",12
"G0101150","1940","Alabama","010","St Clair","1150","St Clair",17
"G0101170","1940","Alabama","010","Shelby","1170","Shelby",22
"G0101190","1940","Alabama","010","Sumter","1190","Sumter",15
"G0101210","1940","Alabama","010","Talladega","1210","Talladega",22
"G0101230","1940","Alabama","010","Tallapoosa","1230","Tallapoosa",15
"G0101250","1940","Alabama","010","Tuscaloosa","1250","Tuscaloosa",19
"G0101270","1940","Alabama","010","Walker","1270","Walker",20
"G0101290","1940","Alabama","010","Washington","1290","Washington",13
"G0101310","1940","Alabama","010","Wilcox","1310","Wilcox",13
"G0101330","1940","Alabama","010","Winston","1330","Winston",13
"G0400010","1940","Arizona","040","Apache","0010","Apache",1
"G0400030","1940","Arizona","040","Cochise","0030","Cochise",4
"G0400050","1940","Arizona","040","Coconino","0050","Coconino",1
"G0400070","1940","Arizona","040","Gila","0070","Gila",9
"G0400090","1940","Arizona","040","Graham","0090","Graham",15
"G0400110","1940","Arizona","040","Greenlee","0110","Greenlee",3
"G0400130","1940","Arizona","040","Maricopa","0130","Maricopa",59
"G0400150","1940","Arizona","040","Mohave","0150","Mohave",1
"G0400170","1940","Arizona","040","Navajo","0170","Navajo",2
"G0400190","1940","Arizona","040","Pima","0190","Pima",8
"G0400210","1940","Arizona","040","Pinal","0210","Pinal",12
"G0400230","1940","Arizona","040","Santa Cruz","0230","Santa Cruz",10
"G0400250","1940","Arizona","040","Yavapai","0250","Yavapai",4
"G0400270","1940","Arizona","040","Yuma","0270","Yuma",77
"G0500010","1940","Arkansas","050","Arkansas","0010","Arkansas",27
"G0500030","1940","Arkansas","050","Ashley","0030","Ashley",30
"G0500050","1940","Arkansas","050","Baxter","0050","Baxter",14
"G0500070","1940","Arkansas","050","Benton","0070","Benton",29
"G0500090","1940","Arkansas","050","Boone","0090","Boone",16
"G0500110","1940","Arkansas","050","Bradley","0110","Bradley",17
"G0500130","1940","Arkansas","050","Calhoun","0130","Calhoun",16
"G0500150","1940","Arkansas","050","Carroll","0150","Carroll",16
"G0500170","1940","Arkansas","050","Chicot","0170","Chicot",36
"G0500190","1940","Arkansas","050","Clark","0190","Clark",17
"G0500210","1940","Arkansas","050","Clay","0210","Clay",29
"G0500230","1940","Arkansas","050","Cleburne","0230","Cleburne",12
"G0500250","1940","Arkansas","050","Cleveland","0250","Cleveland",13
"G0500270","1940","Arkansas","050","Columbia","0270","Columbia",21
"G0500290","1940","Arkansas","050","Conway","0290","Conway",18
"G0500310","1940","Arkansas","050","Craighead","0310","Craighead",41
"G0500330","1940","Arkansas","050","Crawford","0330","Crawford",24
"G0500350","1940","Arkansas","050","Crittenden","0350","Crittenden",66
"G0500370","1940","Arkansas","050","Cross","0370","Cross",32
"G0500390","1940","Arkansas","050","Dallas","0390","Dallas",14
"G0500410","1940","Arkansas","050","Desha","0410","Desha",38
"G0500430","1940","Arkansas","050","Drew","0430","Drew",16
"G0500450","1940","Arkansas","050","Faulkner","0450","Faulkner",18
"G0500470","1940","Arkansas","050","Franklin","0470","Franklin",14
"G0500490","1940","Arkansas","050","Fulton","0490","Fulton",9
"G0500510","1940","Arkansas","050","Garland","0510","Garland",24
"G0500530","1940","Arkansas","050","Grant","0530","Grant",15
"G0500550","1940","Arkansas","050","Greene","0550","Greene",28
"G0500570","1940","Arkansas","050","Hempstead","0570","Hempstead",21
"G0500590","1940","Arkansas","050","Hot Spring","0590","Hot Spring",17
"G0500610","1940","Arkansas","050","Howard","0610","Howard",22
"G0500630","1940","Arkansas","050","Independence","0630","Independence",18
"G0500650","1940","Arkansas","050","Izard","0650","Izard",10
"G0500670","1940","Arkansas","050","Jackson","0670","Jackson",30
"G0500690","1940","Arkansas","050","Jefferson","0690","Jefferson",41
"G0500710","1940","Arkansas","050","Johnson","0710","Johnson",16
"G0500730","1940","Arkansas","050","Lafayette","0730","Lafayette",31
"G0500750","1940","Arkansas","050","Lawrence","0750","Lawrence",24
"G0500770","1940","Arkansas","050","Lee","0770","Lee",32
"G0500790","1940","Arkansas","050","Lincoln","0790","Lincoln",27
"G0500810","1940","Arkansas","050","Little River","0810","Little River",23
"G0500830","1940","Arkansas","050","Logan","0830","Logan",18
"G0500850","1940","Arkansas","050","Lonoke","0850","Lonoke",33
"G0500870","1940","Arkansas","050","Madison","0870","Madison",11
"G0500890","1940","Arkansas","050","Marion","0890","Marion",12
"G0500910","1940","Arkansas","050","Miller","0910","Miller",28
"G0500930","1940","Arkansas","050","Mississippi","0930","Mississippi",92
"G0500950","1940","Arkansas","050","Monroe","0950","Monroe",27
"G0500970","1940","Arkansas","050","Montgomery","0970","Montgomery",13
"G0500990","1940","Arkansas","050","Nevada","0990","Nevada",15
"G0501010","1940","Arkansas","050","Newton","1010","Newton",10
"G0501030","1940","Arkansas","050","Ouachita","1030","Ouachita",17
"G0501050","1940","Arkansas","050","Perry","1050","Perry",13
"G0501070","1940","Arkansas","050","Phillips","1070","Phillips",40
"G0501090","1940","Arkansas","050","Pike","1090","Pike",16
"G0501110","1940","Arkansas","050","Poinsett","1110","Poinsett",49
"G0501130","1940","Arkansas","050","Polk","1130","Polk",13
"G0501150","1940","Arkansas","050","Pope","1150","Pope",17
"G0501170","1940","Arkansas","050","Prairie","1170","Prairie",23
"G0501190","1940","Arkansas","050","Pulaski","1190","Pulaski",49
"G0501210","1940","Arkansas","050","Randolph","1210","Randolph",18
"G0501230","1940","Arkansas","050","St Francis","1230","St Francis",39
"G0501250","1940","Arkansas","050","Saline","1250","Saline",21
"G0501270","1940","Arkansas","050","Scott","1270","Scott",15
"G0501290","1940","Arkansas","050","Searcy","1290","Searcy",11
"G0501310","1940","Arkansas","050","Sebastian","1310","Sebastian",20
"G0501330","1940","Arkansas","050","Sevier","1330","Sevier",15
"G0501350","1940","Arkansas","050","Sharp","1350","Sharp",10
"G0501370","1940","Arkansas","050","Stone","1370","Stone",9
"G0501390","1940","Arkansas","050","Union","1390","Union",19
"G0501410","1940","Arkansas","050","Van Buren","1410","Van Buren",9
"G0501430","1940","Arkansas","050","Washington","1430","Washington",25
"G0501450","1940","Arkansas","050","White","1450","White",17
"G0501470","1940","Arkansas","050","Woodruff","1470","Woodruff",28
"G0501490","1940","Arkansas","050","Yell","1490","Yell",23
"G0600010","1940","California","060","Alameda","0010","Alameda",171
"G0600030","1940","California","060","Alpine","0030","Alpine",44
"G0600050","1940","California","060","Amador","0050","Amador",16
"G0600070","1940","California","060","Butte","0070","Butte",51
"G0600090","1940","California","060","Calaveras","0090","Calaveras",14
"G0600110","1940","California","060","Colusa","0110","Colusa",47
"G0600130","1940","California","060","Contra Costa","0130","Contra Costa",118
"G0600150","1940","California","060","Del Norte","0150","Del Norte",60
"G0600170","1940","California","060","El Dorado","0170","El Dorado",30
"G0600190","1940","California","060","Fresno","0190","Fresno",74
"G0600210","1940","California","060","Glenn","0210","Glenn",41
"G0600230","1940","California","060","Humboldt","0230","Humboldt",30
"G0600250","1940","California","060","Imperial","0250","Imperial",78
"G0600270","1940","California","060","Inyo","0270","Inyo",37
"G0600290","1940","California","060","Kern","0290","Kern",40
"G0600310","1940","California","060","Kings","0310","Kings",63
"G0600330","1940","California","060","Lake","0330","Lake",38
"G0600350","1940","California","060","Lassen","0350","Lassen",11
"G0600370","1940","California","060","Los Angeles","0370","Los Angeles",371
"G0600390","1940","California","060","Madera","0390","Madera",46
"G0600410","1940","California","060","Marin","0410","Marin",53
"G0600430","1940","California","060","Mariposa","0430","Mariposa",12
"G0600450","1940","California","060","Mendocino","0450","Mendocino",22
"G0600470","1940","California","060","Merced","0470","Merced",59
"G0600490","1940","California","060","Modoc","0490","Modoc",20
"G0600510","1940","California","060","Mono","0510","Mono",32
"G0600530","1940","California","060","Monterey","0530","Monterey",50
"G0600550","1940","California","060","Napa","0550","Napa",70
"G0600570","1940","California","060","Nevada","0570","Nevada",28
"G0600590","1940","California","060","Orange","0590","Orange",608
"G0600610","1940","California","060","Placer","0610","Placer",57
"G0600630","1940","California","060","Plumas","0630","Plumas",17
"G0600650","1940","California","060","Riverside","0650","Riverside",100
"G0600670","1940","California","060","Sacramento","0670","Sacramento",101
"G0600690","1940","California","060","San Benito","0690","San Benito",29
"G0600710","1940","California","060","San Bernardino","0710","San Bernardino",121
"G0600730","1940","California","060","San Diego","0730","San Diego",68
"G0600750","1940","California","060","San Francisco","0750","San Francisco",4493
"G0600770","1940","California","060","San Joaquin","0770","San Joaquin",139
"G0600790","1940","California","060","San Luis Obispo","0790","San Luis Obispo",24
"G0600810","1940","California","060","San Mateo","0810","San Mateo",157
"G0600830","1940","California","060","Santa Barbara","0830","Santa Barbara",67
"G0600850","1940","California","060","Santa Clara","0850","Santa Clara",152
"G0600870","1940","California","060","Santa Cruz","0870","Santa Cruz",180
"G0600890","1940","California","060","Shasta","0890","Shasta",21
"G0600910","1940","California","060","Sierra","0910","Sierra",20
"G0600930","1940","California","060","Siskiyou","0930","Siskiyou",20
"G0600950","1940","California","060","Solano","0950","Solano",67
"G0600970","1940","California","060","Sonoma","0970","Sonoma",87
"G0600990","1940","California","060","Stanislaus","0990","Stanislaus",109
"G0601010","1940","California","060","Sutter","1010","Sutter",108
"G0601030","1940","California","060","Tehama","1030","Tehama",15
"G0601050","1940","California","060","Trinity","1050","Trinity",11
"G0601070","1940","California","060","Tulare","1070","Tulare",72
"G0601090","1940","California","060","Tuolumne","1090","Tuolumne",17
"G0601110","1940","California","060","Ventura","1110","Ventura",212
"G0601130","1940","California","060","Yolo","1130","Yolo",99
"G0601150","1940","California","060","Yuba","1150","Yuba",49
"G0800010","1940","Colorado","080","Adams","0010","Adams",23
"G0800030","1940","Colorado","080","Alamosa","0030","Alamosa",12
"G0800050","1940","Colorado","080","Arapahoe","0050","Arapahoe",24
"G0800070","1940","Colorado","080","Archuleta","0070","Archuleta",6
"G0800090","1940","Colorado","080","Baca","0090","Baca",5
"G0800110","1940","Colorado","080","Bent","0110","Bent",9
"G0800130","1940","Colorado","080","Boulder","0130","Boulder",59
"G0800150","1940","Colorado","080","Chaffee","0150","Chaffee",19
"G0800170","1940","Colorado","080","Cheyenne","0170","Cheyenne",4
"G0800190","1940","Colorado","080","Clear Creek","0190","Clear Creek",20
"G0800210","1940","Colorado","080","Conejos","0210","Conejos",20
"G0800230","1940","Colorado","080","Costilla","0230","Costilla",5
"G0800250","1940","Colorado","080","Crowley","0250","Crowley",8
"G0800270","1940","Colorado","080","Custer","0270","Custer",9
"G0800290","1940","Colorado","080","Delta","0290","Delta",33
"G0800310","1940","Colorado","080","Denver","0310","Denver",720
"G0800330","1940","Colorado","080","Dolores","0330","Dolores",10
"G0800350","1940","Colorado","080","Douglas","0350","Douglas",13
"G0800370","1940","Colorado","080","Eagle","0370","Eagle",17
"G0800390","1940","Colorado","080","Elbert","0390","Elbert",6
"G0800410","1940","Colorado","080","El Paso","0410","El Paso",8
"G0800430","1940","Colorado","080","Fremont","0430","Fremont",10
"G0800450","1940","Colorado","080","Garfield","0450","Garfield",20
"G0800470","1940","Colorado","080","Gilpin","0470","Gilpin",12
"G0800490","1940","Colorado","080","Grand","0490","Grand",11
"G0800510","1940","Colorado","080","Gunnison","0510","Gunnison",14
"G0800530","1940","Colorado","080","Hinsdale","0530","Hinsdale",15
"G0800550","1940","Colorado","080","Huerfano","0550","Huerfano",5
"G0800570","1940","Colorado","080","Jackson","0570","Jackson",14
"G0800590","1940","Colorado","080","Jefferson","0590","Jefferson",61
"G0800610","1940","Colorado","080","Kiowa","0610","Kiowa",4
"G0800630","1940","Colorado","080","Kit Carson","0630","Kit Carson",4
"G0800650","1940","Colorado","080","Lake","0650","Lake",12
"G0800670","1940","Colorado","080","La Plata","0670","La Plata",14
"G0800690","1940","Colorado","080","Larimer","0690","Larimer",28
"G0800710","1940","Colorado","080","Las Animas","0710","Las Animas",3
"G0800730","1940","Colorado","080","Lincoln","0730","Lincoln",3
"G0800750","1940","Colorado","080","Logan","0750","Logan",14
"G0800770","1940","Colorado","080","Mesa","0770","Mesa",33
"G0800790","1940","Colorado","080","Mineral","0790","Mineral",24
"G0800810","1940","Colorado","080","Moffat","0810","Moffat",4
"G0800830","1940","Colorado","080","Montezuma","0830","Montezuma",15
"G0800850","1940","Colorado","080","Montrose","0850","Montrose",24
"G0800870","1940","Colorado","080","Morgan","0870","Morgan",19
"G0800890","1940","Colorado","080","Otero","0890","Otero",9
"G0800910","1940","Colorado","080","Ouray","0910","Ouray",10
"G0800930","1940","Colorado","080","Park","0930","Park",6
"G0800950","1940","Colorado","080","Phillips","0950","Phillips",15
"G0800970","1940","Colorado","080","Pitkin","0970","Pitkin",20
"G0800990","1940","Colorado","080","Prowers","0990","Prowers",13
"G0801010","1940","Colorado","080","Pueblo","1010","Pueblo",11
"G0801030","1940","Colorado","080","Rio Blanco","1030","Rio Blanco",9
"G0801050","1940","Colorado","080","Rio Grande","1050","Rio Grande",51
"G0801070","1940","Colorado","080","Routt","1070","Routt",12
"G0801090","1940","Colorado","080","Saguache","1090","Saguache",14
"G0801110","1940","Colorado","080","San Juan","1110","San Juan",167
"G0801130","1940","Colorado","080","San Miguel","1130","San Miguel",6
"G0801150","1940","Colorado","080","Sedgwick","1150","Sedgwick",18
"G0801170","1940","Colorado","080","Summit","1170","Summit",16
"G0801190","1940","Colorado","080","Teller","1190","Teller",8
"G0801210","1940","Colorado","080","Washington","1210","Washington",6
"G0801230","1940","Colorado","080","Weld","1230","Weld",26
"G0801250","1940","Colorado","080","Yuma","1250","Yuma",9
"G0900010","1940","Connecticut","090","Fairfield","0010","Fairfield",448
"G0900030","1940","Connecticut","090","Hartford","0030","Hartford",177
"G0900050","1940","Connecticut","090","Litchfield","0050","Litchfield",99
"G0900070","1940","Connecticut","090","Middlesex","0070","Middlesex",101
"G0900090","1940","Connecticut","090","New Haven","0090","New Haven",167
"G0900110","1940","Connecticut","090","New London","0110","New London",66
"G0900130","1940","Connecticut","090","Tolland","0130","Tolland",73
"G0900150","1940","Connecticut","090","Windham","0150","Windham",57
"G1000010","1940","Delaware","100","Kent","0010","Kent",43
"G1000030","1940","Delaware","100","New Castle","0030","New Castle",128
"G1000050","1940","Delaware","100","Sussex","0050","Sussex",43
"G1200010","1940","Florida","120","Alachua","0010","Alachua",21
"G1200030","1940","Florida","120","Baker","0030","Baker",20
"G1200050","1940","Florida","120","Bay","0050","Bay",21
"G1200070","1940","Florida","120","Bradford","0070","Bradford",25
"G1200090","1940","Florida","120","Brevard","0090","Brevard",57
"G1200110","1940","Florida","120","Broward","0110","Broward",69
"G1200130","1940","Florida","120","Calhoun","0130","Calhoun",16
"G1200150","1940","Florida","120","Charlotte","0150","Charlotte",8
"G1200170","1940","Florida","120","Citrus","0170","Citrus",21
"G1200190","1940","Florida","120","Clay","0190","Clay",13
"G1200210","1940","Florida","120","Collier","0210","Collier",11
"G1200230","1940","Florida","120","Columbia","0230","Columbia",14
"G1200250","1940","Florida","120","Dade","0250","Dade",183
"G1200270","1940","Florida","120","De Soto","0270","De Soto",21
"G1200290","1940","Florida","120","Dixie","0290","Dixie",4
"G1200310","1940","Florida","120","Duval","0310","Duval",111
"G1200330","1940","Florida","120","Escambia","0330","Escambia",38
"G1200350","1940","Florida","120","Flagler","0350","Flagler",22
"G1200370","1940","Florida","120","Franklin","0370","Franklin",8
"G1200390","1940","Florida","120","Gadsden","0390","Gadsden",28
"G1200410","1940","Florida","120","Gilchrist","0410","Gilchrist",10
"G1200430","1940","Florida","120","Glades","0430","Glades",4
"G1200450","1940","Florida","120","Gulf","0450","Gulf",29
"G1200470","1940","Florida","120","Hamilton","0470","Hamilton",14
"G1200490","1940","Florida","120","Hardee","0490","Hardee",25
"G1200510","1940","Florida","120","Hendry","0510","Hendry",30
"G1200530","1940","Florida","120","Hernando","0530","Hernando",65
"G1200550","1940","Florida","120","Highlands","0550","Highlands",23
"G1200570","1940","Florida","120","Hillsborough","0570","Hillsborough",86
"G1200590","1940","Florida","120","Holmes","0590","Holmes",21
"G1200610","1940","Florida","120","Indian River","0610","Indian River",79
"G1200630","1940","Florida","120","Jackson","0630","Jackson",19
"G1200650","1940","Florida","120","Jefferson","0650","Jefferson",18
"G1200670","1940","Florida","120","Lafayette","0670","Lafayette",13
"G1200690","1940","Florida","120","Lake","0690","Lake",171
"G1200710","1940","Florida","120","Lee","0710","Lee",131
"G1200730","1940","Florida","120","Leon","0730","Leon",26
"G1200750","1940","Florida","120","Levy","0750","Levy",11
"G1200770","1940","Florida","120","Liberty","0770","Liberty",9
"G1200790","1940","Florida","120","Madison","0790","Madison",15
"G1200810","1940","Florida","120","Manatee","0810","Manatee",96
"G1200830","1940","Florida","120","Marion","0830","Marion",37
"G1200850","1940","Florida","120","Martin","0850","Martin",24
"G1200870","1940","Florida","120","Monroe","0870","Monroe",165
"G1200890","1940","Florida","120","Nassau","0890","Nassau",29
"G1200910","1940","Florida","120","Okaloosa","0910","Okaloosa",20
"G1200930","1940","Florida","120","Okeechobee","0930","Okeechobee",3
"G1200950","1940","Florida","120","Orange","0950","Orange",133
"G1200970","1940","Florida","120","Osceola","0970","Osceola",6
"G1200990","1940","Florida","120","Palm Beach","0990","Palm Beach",105
"G1201010","1940","Florida","120","Pasco","1010","Pasco",54
"G1201030","1940","Florida","120","Pinellas","1030","Pinellas",299
"G1201050","1940","Florida","120","Polk","1050","Polk",105
"G1201070","1940","Florida","120","Putnam","1070","Putnam",60
"G1201090","1940","Florida","120","St Johns","1090","St Johns",46
"G1201110","1940","Florida","120","St Lucie","1110","St Lucie",49
"G1201130","1940","Florida","120","Santa Rosa","1130","Santa Rosa",29
"G1201150","1940","Florida","120","Sarasota","1150","Sarasota",12
"G1201170","1940","Florida","120","Seminole","1170","Seminole",125
"G1201190","1940","Florida","120","Sumter","1190","Sumter",17
"G1201210","1940","Florida","120","Suwannee","1210","Suwannee",14
"G1201230","1940","Florida","120","Taylor","1230","Taylor",11
"G1201250","1940","Florida","120","Union","1250","Union",15
"G1201270","1940","Florida","120","Volusia","1270","Volusia",44
"G1201290","1940","Florida","120","Wakulla","1290","Wakulla",12
"G1201310","1940","Florida","120","Walton","1310","Walton",17
"G1201330","1940","Florida","120","Washington","1330","Washington",15
"G1300010","1940","Georgia","130","Appling","0010","Appling",17
"G1300030","1940","Georgia","130","Atkinson","0030","Atkinson",21
"G1300050","1940","Georgia","130","Bacon","0050","Bacon",16
"G1300070","1940","Georgia","130","Baker","0070","Baker",12
"G1300090","1940","Georgia","130","Baldwin","0090","Baldwin",16
"G1300110","1940","Georgia","130","Banks","0110","Banks",16
"G1300130","1940","Georgia","130","Barrow","0130","Barrow",34
"G1300150","1940","Georgia","130","Bartow","0150","Bartow",25
"G1300170","1940","Georgia","130","Ben Hill","0170","Ben Hill",22
"G1300190","1940","Georgia","130","Berrien","0190","Berrien",22
"G1300210","1940","Georgia","130","Bibb","0210","Bibb",33
"G1300230","1940","Georgia","130","Bleckley","0230","Bleckley",19
"G1300250","1940","Georgia","130","Brantley","0250","Brantley",14
"G1300270","1940","Georgia","130","Brooks","0270","Brooks",22
"G1300290","1940","Georgia","130","Bryan","0290","Bryan",10
"G1300310","1940","Georgia","130","Bulloch","0310","Bulloch",24
"G1300330","1940","Georgia","130","Burke","0330","Burke",15
"G1300350","1940","Georgia","130","Butts","0350","Butts",20
"G1300370","1940","Georgia","130","Calhoun","0370","Calhoun",21
"G1300390","1940","Georgia","130","Camden","0390","Camden",16
"G1300430","1940","Georgia","130","Candler","0430","Candler",24
"G1300450","1940","Georgia","130","Carroll","0450","Carroll",27
"G1300470","1940","Georgia","130","Catoosa","0470","Catoosa",37
"G1300490","1940","Georgia","130","Charlton","0490","Charlton",11
"G1300510","1940","Georgia","130","Chatham","0510","Chatham",50
"G1300530","1940","Georgia","130","Chattahoochee","0530","Chattahoochee",7
"G1300550","1940","Georgia","130","Chattooga","0550","Chattooga",20
"G1300570","1940","Georgia","130","Cherokee","0570","Cherokee",19
"G1300590","1940","Georgia","130","Clarke","0590","Clarke",37
"G1300610","1940","Georgia","130","Clay","0610","Clay",17
"G1300630","1940","Georgia","130","Clayton","0630","Clayton",38
"G1300650","1940","Georgia","130","Clinch","0650","Clinch",11
"G1300670","1940","Georgia","130","Cobb","0670","Cobb",38
"G1300690","1940","Georgia","130","Coffee","0690","Coffee",19
"G1300710","1940","Georgia","130","Colquitt","0710","Colquitt",30
"G1300730","1940","Georgia","130","Columbia","0730","Columbia",15
"G1300750","1940","Georgia","130","Cook","0750","Cook",28
"G1300770","1940","Georgia","130","Coweta","0770","Coweta",18
"G1300790","1940","Georgia","130","Crawford","0790","Crawford",13
"G1300810","1940","Georgia","130","Crisp","0810","Crisp",27
"G1300830","1940","Georgia","130","Dade","0830","Dade",22
"G1300850","1940","Georgia","130","Dawson","0850","Dawson",11
"G1300870","1940","Georgia","130","Decatur","0870","Decatur",16
"G1300890","1940","Georgia","130","DeKalb","0890","De Kalb",75
"G1300910","1940","Georgia","130","Dodge","0910","Dodge",20
"G1300930","1940","Georgia","130","Dooly","0930","Dooly",25
"G1300950","1940","Georgia","130","Dougherty","0950","Dougherty",22
"G1300970","1940","Georgia","130","Douglas","0970","Douglas",20
"G1300990","1940","Georgia","130","Early","0990","Early",23
"G1301010","1940","Georgia","130","Echols","1010","Echols",7
"G1301030","1940","Georgia","130","Effingham","1030","Effingham",11
"G1301050","1940","Georgia","130","Elbert","1050","Elbert",17
"G1301070","1940","Georgia","130","Emanuel","1070","Emanuel",19
"G1301090","1940","Georgia","130","Evans","1090","Evans",24
"G1301110","1940","Georgia","130","Fannin","1110","Fannin",16
"G1301130","1940","Georgia","130","Fayette","1130","Fayette",19
"G1301150","1940","Georgia","130","Floyd","1150","Floyd",24
"G1301170","1940","Georgia","130","Forsyth","1170","Forsyth",20
"G1301190","1940","Georgia","130","Franklin","1190","Franklin",24
"G1301210","1940","Georgia","130","Fulton","1210","Fulton",49
"G1301230","1940","Georgia","130","Gilmer","1230","Gilmer",12
"G1301250","1940","Georgia","130","Glascock","1250","Glascock",14
"G1301270","1940","Georgia","130","Glynn","1270","Glynn",18
"G1301290","1940","Georgia","130","Gordon","1290","Gordon",29
"G1301310","1940","Georgia","130","Grady","1310","Grady",23
"G1301330","1940","Georgia","130","Greene","1330","Greene",12
"G1301350","1940","Georgia","130","Gwinnett","1350","Gwinnett",24
"G1301370","1940","Georgia","130","Habersham","1370","Habersham",26
"G1301390","1940","Georgia","130","Hall","1390","Hall",20
"G1301410","1940","Georgia","130","Hancock","1410","Hancock",10
"G1301430","1940","Georgia","130","Haralson","1430","Haralson",18
"G1301450","1940","Georgia","130","Harris","1450","Harris",13
"G1301470","1940","Georgia","130","Hart","1470","Hart",27
"G1301490","1940","Georgia","130","Heard","1490","Heard",12
"G1301510","1940","Georgia","130","Henry","1510","Henry",25
"G1301530","1940","Georgia","130","Houston","1530","Houston",18
"G1301550","1940","Georgia","130","Irwin","1550","Irwin",24
"G1301570","1940","Georgia","130","Jackson","1570","Jackson",23
"G1301590","1940","Georgia","130","Jasper","1590","Jasper",14
"G1301610","1940","Georgia","130","Jeff Davis","1610","Jeff Davis",21
"G1301630","1940","Georgia","130","Jefferson","1630","Jefferson",22
"G1301650","1940","Georgia","130","Jenkins","1650","Jenkins",21
"G1301670","1940","Georgia","130","Johnson","1670","Johnson",20
"G1301690","1940","Georgia","130","Jones","1690","Jones",14
"G1301710","1940","Georgia","130","Lamar","1710","Lamar",20
"G1301730","1940","Georgia","130","Lanier","1730","Lanier",19
"G1301750","1940","Georgia","130","Laurens","1750","Laurens",23
"G1301770","1940","Georgia","130","Lee","1770","Lee",16
"G1301790","1940","Georgia","130","Liberty","1790","Liberty",8
"G1301810","1940","Georgia","130","Lincoln","1810","Lincoln",12
"G1301830","1940","Georgia","130","Long","1830","Long",12
"G1301850","1940","Georgia","130","Lowndes","1850","Lowndes",27
"G1301870","1940","Georgia","130","Lumpkin","1870","Lumpkin",11
"G1301890","1940","Georgia","130","McDuffie","1890","Mcduffie",13
"G1301910","1940","Georgia","130","McIntosh","1910","Mcintosh",22
"G1301930","1940","Georgia","130","Macon","1930","Macon",24
