GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AE7001
"G3800910","1930","North Dakota","380","Steele","0910","Steele",35
"G3800930","1930","North Dakota","380","Stutsman","0930","Stutsman",24
"G3800950","1930","North Dakota","380","Towner","0950","Towner",29
"G3800970","1930","North Dakota","380","Traill","0970","Traill",45
"G3800990","1930","North Dakota","380","Walsh","0990","Walsh",34
"G3801010","1930","North Dakota","380","Ward","1010","Ward",23
"G3801030","1930","North Dakota","380","Wells","1030","Wells",33
"G3801050","1930","North Dakota","380","Williams","1050","Williams",18
"G3900010","1930","Ohio","390","Adams","0010","Adams",33
"G3900030","1930","Ohio","390","Allen","0030","Allen",86
"G3900050","1930","Ohio","390","Ashland","0050","Ashland",57
"G3900070","1930","Ohio","390","Ashtabula","0070","Ashtabula",84
"G3900090","1930","Ohio","390","Athens","0090","Athens",36
"G3900110","1930","Ohio","390","Auglaize","0110","Auglaize",81
"G3900130","1930","Ohio","390","Belmont","0130","Belmont",56
"G3900150","1930","Ohio","390","Brown","0150","Brown",49
"G3900170","1930","Ohio","390","Butler","0170","Butler",117
"G3900190","1930","Ohio","390","Carroll","0190","Carroll",36
"G3900210","1930","Ohio","390","Champaign","0210","Champaign",74
"G3900230","1930","Ohio","390","Clark","0230","Clark",91
"G3900250","1930","Ohio","390","Clermont","0250","Clermont",69
"G3900270","1930","Ohio","390","Clinton","0270","Clinton",72
"G3900290","1930","Ohio","390","Columbiana","0290","Columbiana",71
"G3900310","1930","Ohio","390","Coshocton","0310","Coshocton",43
"G3900330","1930","Ohio","390","Crawford","0330","Crawford",76
"G3900350","1930","Ohio","390","Cuyahoga","0350","Cuyahoga",614
"G3900370","1930","Ohio","390","Darke","0370","Darke",89
"G3900390","1930","Ohio","390","Defiance","0390","Defiance",77
"G3900410","1930","Ohio","390","Delaware","0410","Delaware",75
"G3900430","1930","Ohio","390","Erie","0430","Erie",117
"G3900450","1930","Ohio","390","Fairfield","0450","Fairfield",88
"G3900470","1930","Ohio","390","Fayette","0470","Fayette",79
"G3900490","1930","Ohio","390","Franklin","0490","Franklin",162
"G3900510","1930","Ohio","390","Fulton","0510","Fulton",99
"G3900530","1930","Ohio","390","Gallia","0530","Gallia",32
"G3900550","1930","Ohio","390","Geauga","0550","Geauga",138
"G3900570","1930","Ohio","390","Greene","0570","Greene",85
"G3900590","1930","Ohio","390","Guernsey","0590","Guernsey",37
"G3900610","1930","Ohio","390","Hamilton","0610","Hamilton",209
"G3900630","1930","Ohio","390","Hancock","0630","Hancock",86
"G3900650","1930","Ohio","390","Hardin","0650","Hardin",70
"G3900670","1930","Ohio","390","Harrison","0670","Harrison",39
"G3900690","1930","Ohio","390","Henry","0690","Henry",111
"G3900710","1930","Ohio","390","Highland","0710","Highland",52
"G3900730","1930","Ohio","390","Hocking","0730","Hocking",30
"G3900750","1930","Ohio","390","Holmes","0750","Holmes",66
"G3900770","1930","Ohio","390","Huron","0770","Huron",64
"G3900790","1930","Ohio","390","Jackson","0790","Jackson",30
"G3900810","1930","Ohio","390","Jefferson","0810","Jefferson",53
"G3900830","1930","Ohio","390","Knox","0830","Knox",57
"G3900850","1930","Ohio","390","Lake","0850","Lake",395
"G3900870","1930","Ohio","390","Lawrence","0870","Lawrence",50
"G3900890","1930","Ohio","390","Licking","0890","Licking",72
"G3900910","1930","Ohio","390","Logan","0910","Logan",66
"G3900930","1930","Ohio","390","Lorain","0930","Lorain",130
"G3900950","1930","Ohio","390","Lucas","0950","Lucas",226
"G3900970","1930","Ohio","390","Madison","0970","Madison",70
"G3900990","1930","Ohio","390","Mahoning","0990","Mahoning",104
"G3901010","1930","Ohio","390","Marion","1010","Marion",75
"G3901030","1930","Ohio","390","Medina","1030","Medina",104
"G3901050","1930","Ohio","390","Meigs","1050","Meigs",35
"G3901070","1930","Ohio","390","Mercer","1070","Mercer",80
"G3901090","1930","Ohio","390","Miami","1090","Miami",104
"G3901110","1930","Ohio","390","Monroe","1110","Monroe",32
"G3901130","1930","Ohio","390","Montgomery","1130","Montgomery",161
"G3901150","1930","Ohio","390","Morgan","1150","Morgan",31
"G3901170","1930","Ohio","390","Morrow","1170","Morrow",55
"G3901190","1930","Ohio","390","Muskingum","1190","Muskingum",46
"G3901210","1930","Ohio","390","Noble","1210","Noble",32
"G3901230","1930","Ohio","390","Ottawa","1230","Ottawa",136
"G3901250","1930","Ohio","390","Paulding","1250","Paulding",85
"G3901270","1930","Ohio","390","Perry","1270","Perry",45
"G3901290","1930","Ohio","390","Pickaway","1290","Pickaway",81
"G3901310","1930","Ohio","390","Pike","1310","Pike",33
"G3901330","1930","Ohio","390","Portage","1330","Portage",96
"G3901350","1930","Ohio","390","Preble","1350","Preble",87
"G3901370","1930","Ohio","390","Putnam","1370","Putnam",101
"G3901390","1930","Ohio","390","Richland","1390","Richland",68
"G3901410","1930","Ohio","390","Ross","1410","Ross",56
"G3901430","1930","Ohio","390","Sandusky","1430","Sandusky",108
"G3901450","1930","Ohio","390","Scioto","1450","Scioto",52
"G3901470","1930","Ohio","390","Seneca","1470","Seneca",86
"G3901490","1930","Ohio","390","Shelby","1490","Shelby",75
"G3901510","1930","Ohio","390","Stark","1510","Stark",125
"G3901530","1930","Ohio","390","Summit","1530","Summit",187
"G3901550","1930","Ohio","390","Trumbull","1550","Trumbull",82
"G3901570","1930","Ohio","390","Tuscarawas","1570","Tuscarawas",56
"G3901590","1930","Ohio","390","Union","1590","Union",70
"G3901610","1930","Ohio","390","Van Wert","1610","Van Wert",88
"G3901630","1930","Ohio","390","Vinton","1630","Vinton",21
"G3901650","1930","Ohio","390","Warren","1650","Warren",86
"G3901670","1930","Ohio","390","Washington","1670","Washington",45
"G3901690","1930","Ohio","390","Wayne","1690","Wayne",91
"G3901710","1930","Ohio","390","Williams","1710","Williams",68
"G3901730","1930","Ohio","390","Wood","1730","Wood",117
"G3901750","1930","Ohio","390","Wyandot","1750","Wyandot",72
"G4000010","1930","Oklahoma","400","Adair","0010","Adair",30
"G4000030","1930","Oklahoma","400","Alfalfa","0030","Alfalfa",65
"G4000050","1930","Oklahoma","400","Atoka","0050","Atoka",15
"G4000070","1930","Oklahoma","400","Beaver","0070","Beaver",24
"G4000090","1930","Oklahoma","400","Beckham","0090","Beckham",40
"G4000110","1930","Oklahoma","400","Blaine","0110","Blaine",40
"G4000130","1930","Oklahoma","400","Bryan","0130","Bryan",30
"G4000150","1930","Oklahoma","400","Caddo","0150","Caddo",46
"G4000170","1930","Oklahoma","400","Canadian","0170","Canadian",58
"G4000190","1930","Oklahoma","400","Carter","0190","Carter",28
"G4000210","1930","Oklahoma","400","Cherokee","0210","Cherokee",25
"G4000230","1930","Oklahoma","400","Choctaw","0230","Choctaw",26
"G4000250","1930","Oklahoma","400","Cimarron","0250","Cimarron",14
"G4000270","1930","Oklahoma","400","Cleveland","0270","Cleveland",44
"G4000290","1930","Oklahoma","400","Coal","0290","Coal",19
"G4000310","1930","Oklahoma","400","Comanche","0310","Comanche",30
"G4000330","1930","Oklahoma","400","Cotton","0330","Cotton",35
"G4000350","1930","Oklahoma","400","Craig","0350","Craig",28
"G4000370","1930","Oklahoma","400","Creek","0370","Creek",32
"G4000390","1930","Oklahoma","400","Custer","0390","Custer",39
"G4000410","1930","Oklahoma","400","Delaware","0410","Delaware",29
"G4000430","1930","Oklahoma","400","Dewey","0430","Dewey",24
"G4000450","1930","Oklahoma","400","Ellis","0450","Ellis",19
"G4000470","1930","Oklahoma","400","Garfield","0470","Garfield",64
"G4000490","1930","Oklahoma","400","Garvin","0490","Garvin",38
"G4000510","1930","Oklahoma","400","Grady","0510","Grady",47
"G4000530","1930","Oklahoma","400","Grant","0530","Grant",58
"G4000550","1930","Oklahoma","400","Greer","0550","Greer",45
"G4000570","1930","Oklahoma","400","Harmon","0570","Harmon",44
"G4000590","1930","Oklahoma","400","Harper","0590","Harper",22
"G4000610","1930","Oklahoma","400","Haskell","0610","Haskell",23
"G4000630","1930","Oklahoma","400","Hughes","0630","Hughes",36
"G4000650","1930","Oklahoma","400","Jackson","0650","Jackson",58
"G4000670","1930","Oklahoma","400","Jefferson","0670","Jefferson",25
"G4000690","1930","Oklahoma","400","Johnston","0690","Johnston",21
"G4000710","1930","Oklahoma","400","Kay","0710","Kay",68
"G4000730","1930","Oklahoma","400","Kingfisher","0730","Kingfisher",51
"G4000750","1930","Oklahoma","400","Kiowa","0750","Kiowa",51
"G4000770","1930","Oklahoma","400","Latimer","0770","Latimer",16
"G4000790","1930","Oklahoma","400","Le Flore","0790","Le Flore",26
"G4000810","1930","Oklahoma","400","Lincoln","0810","Lincoln",38
"G4000830","1930","Oklahoma","400","Logan","0830","Logan",47
"G4000850","1930","Oklahoma","400","Love","0850","Love",24
"G4000870","1930","Oklahoma","400","McClain","0870","Mcclain",44
"G4000890","1930","Oklahoma","400","McCurtain","0890","Mccurtain",29
"G4000910","1930","Oklahoma","400","McIntosh","0910","Mcintosh",29
"G4000930","1930","Oklahoma","400","Major","0930","Major",32
"G4000950","1930","Oklahoma","400","Marshall","0950","Marshall",23
"G4000970","1930","Oklahoma","400","Mayes","0970","Mayes",35
"G4000990","1930","Oklahoma","400","Murray","0990","Murray",29
"G4001010","1930","Oklahoma","400","Muskogee","1010","Muskogee",42
"G4001030","1930","Oklahoma","400","Noble","1030","Noble",38
"G4001050","1930","Oklahoma","400","Nowata","1050","Nowata",26
"G4001070","1930","Oklahoma","400","Okfuskee","1070","Okfuskee",38
"G4001090","1930","Oklahoma","400","Oklahoma","1090","Oklahoma",83
"G4001110","1930","Oklahoma","400","Okmulgee","1110","Okmulgee",33
"G4001130","1930","Oklahoma","400","Osage","1130","Osage",23
"G4001150","1930","Oklahoma","400","Ottawa","1150","Ottawa",43
"G4001170","1930","Oklahoma","400","Pawnee","1170","Pawnee",29
"G4001190","1930","Oklahoma","400","Payne","1190","Payne",41
"G4001210","1930","Oklahoma","400","Pittsburg","1210","Pittsburg",22
"G4001230","1930","Oklahoma","400","Pontotoc","1230","Pontotoc",30
"G4001250","1930","Oklahoma","400","Pottowatomie","1250","Pottowatomie",45
"G4001270","1930","Oklahoma","400","Pushmataha","1270","Pushmataha",13
"G4001290","1930","Oklahoma","400","Roger Mills","1290","Roger Mills",20
"G4001310","1930","Oklahoma","400","Rogers","1310","Rogers",33
"G4001330","1930","Oklahoma","400","Seminole","1330","Seminole",40
"G4001350","1930","Oklahoma","400","Sequoyah","1350","Sequoyah",26
"G4001370","1930","Oklahoma","400","Stephens","1370","Stephens",30
"G4001390","1930","Oklahoma","400","Texas","1390","Texas",29
"G4001410","1930","Oklahoma","400","Tillman","1410","Tillman",65
"G4001430","1930","Oklahoma","400","Tulsa","1430","Tulsa",115
"G4001450","1930","Oklahoma","400","Wagoner","1450","Wagoner",39
"G4001470","1930","Oklahoma","400","Washington","1470","Washington",29
"G4001490","1930","Oklahoma","400","Washita","1490","Washita",57
"G4001510","1930","Oklahoma","400","Woods","1510","Woods",34
"G4001530","1930","Oklahoma","400","Woodward","1530","Woodward",22
"G4100010","1930","Oregon","410","Baker","0010","Baker",24
"G4100030","1930","Oregon","410","Benton","0030","Benton",59
"G4100050","1930","Oregon","410","Clackamas","0050","Clackamas",133
"G4100070","1930","Oregon","410","Clatsop","0070","Clatsop",73
"G4100090","1930","Oregon","410","Columbia","0090","Columbia",84
"G4100110","1930","Oregon","410","Coos","0110","Coos",52
"G4100130","1930","Oregon","410","Crook","0130","Crook",9
"G4100150","1930","Oregon","410","Curry","0150","Curry",31
"G4100170","1930","Oregon","410","Deschutes","0170","Deschutes",35
"G4100190","1930","Oregon","410","Douglas","0190","Douglas",37
"G4100210","1930","Oregon","410","Gilliam","0210","Gilliam",17
"G4100230","1930","Oregon","410","Grant","0230","Grant",9
"G4100250","1930","Oregon","410","Harney","0250","Harney",12
"G4100270","1930","Oregon","410","Hood River","0270","Hood River",266
"G4100290","1930","Oregon","410","Jackson","0290","Jackson",94
"G4100310","1930","Oregon","410","Jefferson","0310","Jefferson",9
"G4100330","1930","Oregon","410","Josephine","0330","Josephine",72
"G4100350","1930","Oregon","410","Klamath","0350","Klamath",34
"G4100370","1930","Oregon","410","Lake","0370","Lake",12
"G4100390","1930","Oregon","410","Lane","0390","Lane",66
"G4100410","1930","Oregon","410","Lincoln","0410","Lincoln",36
"G4100430","1930","Oregon","410","Linn","0430","Linn",66
"G4100450","1930","Oregon","410","Malheur","0450","Malheur",22
"G4100470","1930","Oregon","410","Marion","0470","Marion",127
"G4100490","1930","Oregon","410","Morrow","0490","Morrow",12
"G4100510","1930","Oregon","410","Multnomah","0510","Multnomah",277
"G4100530","1930","Oregon","410","Polk","0530","Polk",89
"G4100550","1930","Oregon","410","Sherman","0550","Sherman",34
"G4100570","1930","Oregon","410","Tillamook","0570","Tillamook",124
"G4100590","1930","Oregon","410","Umatilla","0590","Umatilla",43
"G4100610","1930","Oregon","410","Union","0610","Union",51
"G4100630","1930","Oregon","410","Wallowa","0630","Wallowa",19
"G4100650","1930","Oregon","410","Wasco","0650","Wasco",17
"G4100670","1930","Oregon","410","Washington","0670","Washington",161
"G4100690","1930","Oregon","410","Wheeler","0690","Wheeler",7
"G4100710","1930","Oregon","410","Yamhill","0710","Yamhill",97
"G4200010","1930","Pennsylvania","420","Adams","0010","Adams",69
"G4200030","1930","Pennsylvania","420","Allegheny","0030","Allegheny",252
"G4200050","1930","Pennsylvania","420","Armstrong","0050","Armstrong",57
"G4200070","1930","Pennsylvania","420","Beaver","0070","Beaver",82
"G4200090","1930","Pennsylvania","420","Bedford","0090","Bedford",32
"G4200110","1930","Pennsylvania","420","Berks","0110","Berks",87
"G4200130","1930","Pennsylvania","420","Blair","0130","Blair",70
"G4200150","1930","Pennsylvania","420","Bradford","0150","Bradford",34
"G4200170","1930","Pennsylvania","420","Bucks","0170","Bucks",166
"G4200190","1930","Pennsylvania","420","Butler","0190","Butler",75
"G4200210","1930","Pennsylvania","420","Cambria","0210","Cambria",67
"G4200230","1930","Pennsylvania","420","Cameron","0230","Cameron",28
"G4200250","1930","Pennsylvania","420","Carbon","0250","Carbon",61
"G4200270","1930","Pennsylvania","420","Centre","0270","Centre",48
"G4200290","1930","Pennsylvania","420","Chester","0290","Chester",183
"G4200310","1930","Pennsylvania","420","Clarion","0310","Clarion",53
"G4200330","1930","Pennsylvania","420","Clearfield","0330","Clearfield",49
"G4200350","1930","Pennsylvania","420","Clinton","0350","Clinton",51
"G4200370","1930","Pennsylvania","420","Columbia","0370","Columbia",54
"G4200390","1930","Pennsylvania","420","Crawford","0390","Crawford",53
"G4200410","1930","Pennsylvania","420","Cumberland","0410","Cumberland",91
"G4200430","1930","Pennsylvania","420","Dauphin","0430","Dauphin",78
"G4200450","1930","Pennsylvania","420","Delaware","0450","Delaware",572
"G4200470","1930","Pennsylvania","420","Elk","0470","Elk",59
"G4200490","1930","Pennsylvania","420","Erie","0490","Erie",97
"G4200510","1930","Pennsylvania","420","Fayette","0510","Fayette",81
"G4200530","1930","Pennsylvania","420","Forest","0530","Forest",30
"G4200550","1930","Pennsylvania","420","Franklin","0550","Franklin",70
"G4200570","1930","Pennsylvania","420","Fulton","0570","Fulton",27
"G4200590","1930","Pennsylvania","420","Greene","0590","Greene",60
"G4200610","1930","Pennsylvania","420","Huntingdon","0610","Huntingdon",30
"G4200630","1930","Pennsylvania","420","Indiana","0630","Indiana",52
"G4200650","1930","Pennsylvania","420","Jefferson","0650","Jefferson",51
"G4200670","1930","Pennsylvania","420","Juniata","0670","Juniata",43
